Find 13459 frequent item sets !!!
Including 157 1-item frequent set
rubbing alcohol, support: 10
butter, whole milk, domestic eggs, rolls/buns, support: 13
other vegetables, butter, domestic eggs, rolls/buns, support: 15
butter, root vegetables, domestic eggs, yogurt, support: 12
butter, domestic eggs, other vegetables, yogurt, support: 17
butter, whole milk, domestic eggs, yogurt, support: 22
butter, root vegetables, domestic eggs, other vegetables, support: 19
butter, root vegetables, domestic eggs, whole milk, support: 24
butter, whole milk, domestic eggs, other vegetables, support: 30
butter, root vegetables, tropical fruit, rolls/buns, support: 11
butter, tropical fruit, rolls/buns, yogurt, support: 11
other vegetables, butter, tropical fruit, rolls/buns, support: 14
butter, whole milk, tropical fruit, rolls/buns, support: 15
whipped/sour cream, butter, root vegetables, tropical fruit, support: 13
whipped/sour cream, butter, tropical fruit, yogurt, support: 15
whipped/sour cream, butter, whole milk, tropical fruit, support: 21
whipped/sour cream, butter, tropical fruit, other vegetables, support: 23
butter, root vegetables, tropical fruit, yogurt, support: 19
butter, root vegetables, tropical fruit, other vegetables, support: 23
butter, root vegetables, whole milk, tropical fruit, support: 24
butter, tropical fruit, other vegetables, yogurt, support: 30
butter, whole milk, tropical fruit, yogurt, support: 33
butter, whole milk, tropical fruit, other vegetables, support: 33
whipped/sour cream, butter, rolls/buns, yogurt, support: 10
whipped/sour cream, butter, root vegetables, rolls/buns, support: 13
whipped/sour cream, butter, other vegetables, rolls/buns, support: 15
whipped/sour cream, butter, whole milk, rolls/buns, support: 16
whipped/sour cream, butter, root vegetables, yogurt, support: 13
whipped/sour cream, butter, root vegetables, other vegetables, support: 21
whipped/sour cream, butter, root vegetables, whole milk, support: 26
whipped/sour cream, butter, other vegetables, yogurt, support: 21
whipped/sour cream, butter, whole milk, yogurt, support: 26
whipped/sour cream, butter, whole milk, other vegetables, support: 39
butter, root vegetables, whole milk, rolls/buns, support: 23
other vegetables, butter, root vegetables, rolls/buns, support: 24
butter, root vegetables, other vegetables, yogurt, support: 21
butter, root vegetables, whole milk, yogurt, support: 30
butter, root vegetables, whole milk, other vegetables, support: 41
other vegetables, butter, rolls/buns, yogurt, support: 15
butter, whole milk, rolls/buns, yogurt, support: 25
other vegetables, butter, whole milk, rolls/buns, support: 28
butter, whole milk, other vegetables, yogurt, support: 43
other vegetables, pork, whole milk, coffee, support: 10
tropical fruit, pork, fruit/vegetable juice, yogurt, support: 10
pork, whole milk, fruit/vegetable juice, yogurt, support: 11
pork, whole milk, fruit/vegetable juice, root vegetables, support: 12
other vegetables, pork, fruit/vegetable juice, root vegetables, support: 15
other vegetables, pork, whole milk, fruit/vegetable juice, support: 16
pork, whole milk, rolls/buns, bottled beer, support: 11
other vegetables, pork, whole milk, bottled beer, support: 10
other vegetables, pork, brown bread, whole milk, support: 12
whipped/sour cream, pork, domestic eggs, other vegetables, support: 10
whipped/sour cream, pork, domestic eggs, whole milk, support: 10
other vegetables, pork, domestic eggs, rolls/buns, support: 11
other vegetables, pork, domestic eggs, root vegetables, support: 13
pork, domestic eggs, root vegetables, whole milk, support: 13
other vegetables, pork, domestic eggs, whole milk, support: 20
frankfurter, pork, whole milk, rolls/buns, support: 10
frankfurter, other vegetables, pork, rolls/buns, support: 11
frankfurter, other vegetables, pork, root vegetables, support: 10
frankfurter, pork, whole milk, root vegetables, support: 13
frankfurter, other vegetables, pork, whole milk, support: 14
soda, other vegetables, pork, pip fruit, support: 11
whipped/sour cream, pork, pip fruit, other vegetables, support: 10
other vegetables, pork, pip fruit, root vegetables, support: 12
pork, pip fruit, root vegetables, whole milk, support: 13
other vegetables, pork, pip fruit, whole milk, support: 23
other vegetables, pork, pastry, root vegetables, support: 10
soda, other vegetables, pork, pastry, support: 10
pork, whole milk, pastry, rolls/buns, support: 11
other vegetables, pork, whole milk, pastry, support: 15
margarine, pork, whole milk, other vegetables, support: 13
other vegetables, pork, shopping bags, root vegetables, support: 12
citrus fruit, pork, whole milk, root vegetables, support: 16
citrus fruit, pork, root vegetables, other vegetables, support: 17
citrus fruit, pork, whole milk, other vegetables, support: 17
sausage, other vegetables, pork, tropical fruit, support: 10
sausage, pork, whole milk, tropical fruit, support: 11
sausage, other vegetables, pork, rolls/buns, support: 10
sausage, pork, whole milk, rolls/buns, support: 12
sausage, pork, whole milk, yogurt, support: 11
sausage, pork, whole milk, root vegetables, support: 12
sausage, other vegetables, pork, whole milk, support: 14
newspapers, pork, whole milk, root vegetables, support: 11
newspapers, other vegetables, pork, root vegetables, support: 12
newspapers, other vegetables, pork, whole milk, support: 10
pork, bottled water, whole milk, rolls/buns, support: 10
other vegetables, pork, bottled water, rolls/buns, support: 12
pork, bottled water, root vegetables, whole milk, support: 10
other vegetables, pork, bottled water, whole milk, support: 13
whipped/sour cream, pork, whole milk, rolls/buns, support: 10
other vegetables, whipped/sour cream, pork, rolls/buns, support: 11
whipped/sour cream, pork, tropical fruit, other vegetables, support: 10
whipped/sour cream, pork, whole milk, yogurt, support: 12
whipped/sour cream, pork, whole milk, root vegetables, support: 14
whipped/sour cream, pork, whole milk, other vegetables, support: 24
pork, whole milk, tropical fruit, rolls/buns, support: 12
pork, tropical fruit, root vegetables, yogurt, support: 10
pork, whole milk, tropical fruit, root vegetables, support: 13
other vegetables, pork, tropical fruit, root vegetables, support: 15
pork, whole milk, tropical fruit, yogurt, support: 15
other vegetables, pork, tropical fruit, yogurt, support: 16
other vegetables, pork, whole milk, tropical fruit, support: 16
soda, other vegetables, pork, yogurt, support: 10
other vegetables, pork, rolls/buns, yogurt, support: 12
pork, whole milk, rolls/buns, yogurt, support: 13
other vegetables, pork, root vegetables, yogurt, support: 17
pork, whole milk, root vegetables, yogurt, support: 18
other vegetables, pork, whole milk, yogurt, support: 23
soda, pork, whole milk, rolls/buns, support: 12
soda, other vegetables, pork, rolls/buns, support: 12
other vegetables, pork, root vegetables, rolls/buns, support: 17
pork, whole milk, root vegetables, rolls/buns, support: 20
other vegetables, pork, whole milk, rolls/buns, support: 32
soda, other vegetables, pork, root vegetables, support: 12
soda, pork, whole milk, root vegetables, support: 16
soda, other vegetables, pork, whole milk, support: 21
other vegetables, pork, whole milk, root vegetables, support: 37
coffee, domestic eggs, root vegetables, whole milk, support: 10
coffee, domestic eggs, whole milk, yogurt, support: 10
other vegetables, coffee, domestic eggs, whole milk, support: 12
coffee, whole milk, yogurt, bottled beer, support: 10
other vegetables, coffee, whole milk, bottled beer, support: 12
frankfurter, coffee, whole milk, rolls/buns, support: 10
frankfurter, other vegetables, coffee, whole milk, support: 11
tropical fruit, coffee, fruit/vegetable juice, yogurt, support: 10
coffee, whole milk, fruit/vegetable juice, yogurt, support: 12
tropical fruit, coffee, fruit/vegetable juice, other vegetables, support: 10
other vegetables, coffee, whole milk, fruit/vegetable juice, support: 12
whipped/sour cream, coffee, whole milk, root vegetables, support: 10
whipped/sour cream, coffee, whole milk, yogurt, support: 11
whipped/sour cream, coffee, whole milk, other vegetables, support: 20
citrus fruit, coffee, whole milk, other vegetables, support: 10
other vegetables, coffee, pastry, yogurt, support: 10
tropical fruit, coffee, pastry, yogurt, support: 11
coffee, whole milk, pastry, yogurt, support: 11
sausage, coffee, whole milk, yogurt, support: 11
coffee, pip fruit, root vegetables, whole milk, support: 14
other vegetables, coffee, pip fruit, tropical fruit, support: 10
other vegetables, coffee, pip fruit, whole milk, support: 11
coffee, tropical fruit, root vegetables, yogurt, support: 10
other vegetables, coffee, tropical fruit, root vegetables, support: 11
coffee, whole milk, tropical fruit, root vegetables, support: 12
other vegetables, coffee, whole milk, tropical fruit, support: 11
other vegetables, coffee, tropical fruit, yogurt, support: 14
coffee, whole milk, tropical fruit, yogurt, support: 19
other vegetables, coffee, root vegetables, yogurt, support: 11
coffee, whole milk, root vegetables, yogurt, support: 13
coffee, whole milk, root vegetables, rolls/buns, support: 12
other vegetables, coffee, whole milk, root vegetables, support: 17
soda, coffee, whole milk, yogurt, support: 10
soda, other vegetables, coffee, yogurt, support: 10
coffee, whole milk, rolls/buns, yogurt, support: 16
other vegetables, coffee, whole milk, yogurt, support: 22
soda, other vegetables, coffee, whole milk, support: 13
other vegetables, coffee, whole milk, rolls/buns, support: 15
margarine, whole milk, domestic eggs, bottled beer, support: 10
margarine, whole milk, bottled water, bottled beer, support: 10
margarine, whole milk, rolls/buns, bottled beer, support: 10
margarine, whole milk, other vegetables, bottled beer, support: 17
margarine, whole milk, domestic eggs, fruit/vegetable juice, support: 11
margarine, whole milk, bottled water, fruit/vegetable juice, support: 10
margarine, fruit/vegetable juice, other vegetables, yogurt, support: 10
margarine, whole milk, fruit/vegetable juice, yogurt, support: 15
margarine, whole milk, fruit/vegetable juice, other vegetables, support: 12
margarine, whole milk, brown bread, rolls/buns, support: 10
margarine, whole milk, bottled water, pastry, support: 10
margarine, tropical fruit, whole milk, pastry, support: 10
margarine, tropical fruit, pastry, yogurt, support: 10
margarine, whole milk, pastry, rolls/buns, support: 12
margarine, pastry, rolls/buns, yogurt, support: 12
margarine, pastry, other vegetables, yogurt, support: 12
margarine, whole milk, pastry, other vegetables, support: 15
margarine, whole milk, pastry, yogurt, support: 15
whipped/sour cream, margarine, whole milk, bottled water, support: 10
whipped/sour cream, margarine, whole milk, domestic eggs, support: 12
whipped/sour cream, margarine, whole milk, rolls/buns, support: 16
whipped/sour cream, margarine, tropical fruit, other vegetables, support: 13
whipped/sour cream, margarine, whole milk, tropical fruit, support: 14
whipped/sour cream, margarine, tropical fruit, yogurt, support: 15
whipped/sour cream, margarine, root vegetables, yogurt, support: 12
whipped/sour cream, margarine, root vegetables, other vegetables, support: 15
whipped/sour cream, margarine, root vegetables, whole milk, support: 15
whipped/sour cream, margarine, other vegetables, yogurt, support: 17
whipped/sour cream, margarine, whole milk, yogurt, support: 19
whipped/sour cream, margarine, whole milk, other vegetables, support: 21
newspapers, margarine, whole milk, rolls/buns, support: 12
newspapers, margarine, whole milk, other vegetables, support: 12
margarine, sausage, domestic eggs, whole milk, support: 10
margarine, sausage, whole milk, root vegetables, support: 12
margarine, sausage, whole milk, yogurt, support: 11
margarine, sausage, whole milk, other vegetables, support: 11
margarine, sausage, whole milk, rolls/buns, support: 16
margarine, tropical fruit, yogurt, citrus fruit, support: 10
margarine, root vegetables, whole milk, citrus fruit, support: 11
margarine, root vegetables, other vegetables, citrus fruit, support: 12
margarine, whole milk, other vegetables, citrus fruit, support: 13
margarine, whole milk, yogurt, citrus fruit, support: 14
margarine, pip fruit, domestic eggs, other vegetables, support: 10
margarine, pip fruit, domestic eggs, whole milk, support: 10
bottled water, margarine, domestic eggs, tropical fruit, support: 10
bottled water, margarine, domestic eggs, rolls/buns, support: 11
bottled water, margarine, domestic eggs, other vegetables, support: 11
bottled water, margarine, whole milk, domestic eggs, support: 15
margarine, domestic eggs, tropical fruit, other vegetables, support: 11
margarine, whole milk, domestic eggs, tropical fruit, support: 17
margarine, domestic eggs, tropical fruit, yogurt, support: 11
margarine, domestic eggs, other vegetables, yogurt, support: 13
margarine, whole milk, domestic eggs, yogurt, support: 16
other vegetables, margarine, domestic eggs, rolls/buns, support: 11
margarine, whole milk, domestic eggs, rolls/buns, support: 16
margarine, root vegetables, domestic eggs, other vegetables, support: 14
margarine, root vegetables, domestic eggs, whole milk, support: 15
margarine, whole milk, domestic eggs, other vegetables, support: 24
margarine, whole milk, pip fruit, rolls/buns, support: 11
bottled water, margarine, whole milk, pip fruit, support: 10
margarine, pip fruit, tropical fruit, other vegetables, support: 12
margarine, pip fruit, tropical fruit, yogurt, support: 12
margarine, root vegetables, pip fruit, yogurt, support: 10
margarine, whole milk, pip fruit, yogurt, support: 14
margarine, root vegetables, pip fruit, whole milk, support: 11
margarine, root vegetables, pip fruit, other vegetables, support: 15
margarine, whole milk, pip fruit, other vegetables, support: 14
margarine, soda, tropical fruit, yogurt, support: 10
margarine, bottled water, tropical fruit, rolls/buns, support: 10
margarine, root vegetables, bottled water, tropical fruit, support: 10
margarine, whole milk, bottled water, tropical fruit, support: 11
margarine, bottled water, tropical fruit, yogurt, support: 16
margarine, root vegetables, tropical fruit, rolls/buns, support: 10
margarine, root vegetables, whole milk, tropical fruit, support: 12
margarine, root vegetables, tropical fruit, other vegetables, support: 13
margarine, root vegetables, tropical fruit, yogurt, support: 16
other vegetables, margarine, tropical fruit, rolls/buns, support: 11
margarine, tropical fruit, rolls/buns, yogurt, support: 15
margarine, whole milk, tropical fruit, rolls/buns, support: 17
margarine, whole milk, tropical fruit, other vegetables, support: 16
margarine, tropical fruit, other vegetables, yogurt, support: 22
margarine, whole milk, tropical fruit, yogurt, support: 19
margarine, soda, bottled water, yogurt, support: 11
margarine, soda, whole milk, other vegetables, support: 11
margarine, soda, other vegetables, rolls/buns, support: 14
margarine, soda, rolls/buns, yogurt, support: 10
margarine, soda, whole milk, rolls/buns, support: 12
margarine, root vegetables, bottled water, other vegetables, support: 12
margarine, root vegetables, bottled water, yogurt, support: 12
margarine, root vegetables, bottled water, whole milk, support: 13
margarine, rolls/buns, bottled water, other vegetables, support: 13
margarine, bottled water, other vegetables, yogurt, support: 13
margarine, whole milk, bottled water, other vegetables, support: 20
margarine, whole milk, bottled water, rolls/buns, support: 19
margarine, bottled water, rolls/buns, yogurt, support: 14
margarine, whole milk, bottled water, yogurt, support: 16
other vegetables, margarine, root vegetables, rolls/buns, support: 13
margarine, root vegetables, rolls/buns, yogurt, support: 13
margarine, root vegetables, whole milk, rolls/buns, support: 20
margarine, root vegetables, other vegetables, yogurt, support: 19
margarine, root vegetables, whole milk, yogurt, support: 21
margarine, root vegetables, whole milk, other vegetables, support: 32
other vegetables, margarine, rolls/buns, yogurt, support: 19
margarine, whole milk, rolls/buns, yogurt, support: 26
margarine, whole milk, other vegetables, yogurt, support: 31
other vegetables, margarine, whole milk, rolls/buns, support: 31
frankfurter, whole milk, fruit/vegetable juice, pastry, support: 10
frankfurter, other vegetables, whole milk, fruit/vegetable juice, support: 10
frankfurter, other vegetables, tropical fruit, fruit/vegetable juice, support: 10
frankfurter, whole milk, fruit/vegetable juice, yogurt, support: 10
frankfurter, other vegetables, whole milk, bottled beer, support: 10
frankfurter, whole milk, rolls/buns, bottled beer, support: 10
frankfurter, whipped/sour cream, other vegetables, citrus fruit, support: 10
frankfurter, whipped/sour cream, root vegetables, whole milk, support: 10
frankfurter, whipped/sour cream, domestic eggs, other vegetables, support: 10
frankfurter, whipped/sour cream, whole milk, domestic eggs, support: 10
frankfurter, whipped/sour cream, tropical fruit, yogurt, support: 13
frankfurter, whipped/sour cream, tropical fruit, other vegetables, support: 14
frankfurter, whipped/sour cream, whole milk, tropical fruit, support: 14
frankfurter, whipped/sour cream, whole milk, yogurt, support: 13
frankfurter, whipped/sour cream, other vegetables, yogurt, support: 14
frankfurter, whipped/sour cream, whole milk, other vegetables, support: 17
frankfurter, citrus fruit, whole milk, tropical fruit, support: 10
frankfurter, citrus fruit, root vegetables, whole milk, support: 10
frankfurter, citrus fruit, root vegetables, other vegetables, support: 12
frankfurter, citrus fruit, other vegetables, yogurt, support: 10
frankfurter, citrus fruit, whole milk, yogurt, support: 12
frankfurter, citrus fruit, whole milk, rolls/buns, support: 11
frankfurter, citrus fruit, whole milk, other vegetables, support: 17
frankfurter, whole milk, domestic eggs, yogurt, support: 13
frankfurter, other vegetables, root vegetables, domestic eggs, support: 10
frankfurter, root vegetables, domestic eggs, whole milk, support: 10
frankfurter, other vegetables, domestic eggs, rolls/buns, support: 10
frankfurter, other vegetables, whole milk, domestic eggs, support: 18
frankfurter, root vegetables, brown bread, whole milk, support: 10
frankfurter, other vegetables, brown bread, yogurt, support: 10
frankfurter, other vegetables, whole milk, brown bread, support: 11
frankfurter, whole milk, brown bread, yogurt, support: 15
frankfurter, other vegetables, root vegetables, pip fruit, support: 12
frankfurter, root vegetables, pip fruit, whole milk, support: 12
frankfurter, other vegetables, soda, pip fruit, support: 10
frankfurter, pip fruit, tropical fruit, yogurt, support: 12
frankfurter, whole milk, pip fruit, tropical fruit, support: 14
frankfurter, other vegetables, pip fruit, tropical fruit, support: 14
frankfurter, whole milk, pip fruit, yogurt, support: 15
frankfurter, other vegetables, pip fruit, yogurt, support: 16
frankfurter, other vegetables, whole milk, pip fruit, support: 23
frankfurter, other vegetables, bottled water, rolls/buns, support: 10
frankfurter, soda, bottled water, yogurt, support: 13
frankfurter, soda, bottled water, rolls/buns, support: 11
frankfurter, whole milk, bottled water, rolls/buns, support: 10
frankfurter, root vegetables, shopping bags, whole milk, support: 10
frankfurter, other vegetables, whole milk, shopping bags, support: 11
frankfurter, soda, shopping bags, rolls/buns, support: 10
frankfurter, sausage, whole milk, pastry, support: 10
frankfurter, other vegetables, soda, pastry, support: 11
frankfurter, soda, whole milk, pastry, support: 12
frankfurter, pastry, rolls/buns, yogurt, support: 11
frankfurter, other vegetables, pastry, yogurt, support: 12
frankfurter, whole milk, pastry, yogurt, support: 17
frankfurter, other vegetables, pastry, rolls/buns, support: 12
frankfurter, whole milk, pastry, rolls/buns, support: 13
frankfurter, other vegetables, whole milk, pastry, support: 14
frankfurter, other vegetables, soda, tropical fruit, support: 10
frankfurter, sausage, tropical fruit, root vegetables, support: 10
frankfurter, sausage, whole milk, tropical fruit, support: 14
frankfurter, other vegetables, root vegetables, tropical fruit, support: 13
frankfurter, root vegetables, tropical fruit, yogurt, support: 13
frankfurter, root vegetables, whole milk, tropical fruit, support: 20
frankfurter, other vegetables, tropical fruit, rolls/buns, support: 12
frankfurter, whole milk, tropical fruit, rolls/buns, support: 13
frankfurter, tropical fruit, rolls/buns, yogurt, support: 10
frankfurter, other vegetables, tropical fruit, yogurt, support: 17
frankfurter, whole milk, tropical fruit, yogurt, support: 21
frankfurter, other vegetables, whole milk, tropical fruit, support: 25
frankfurter, sausage, rolls/buns, yogurt, support: 11
frankfurter, sausage, root vegetables, yogurt, support: 13
frankfurter, sausage, whole milk, yogurt, support: 15
frankfurter, sausage, root vegetables, rolls/buns, support: 14
frankfurter, sausage, whole milk, root vegetables, support: 14
frankfurter, other vegetables, sausage, whole milk, support: 11
frankfurter, other vegetables, sausage, rolls/buns, support: 15
frankfurter, sausage, whole milk, rolls/buns, support: 13
frankfurter, soda, root vegetables, whole milk, support: 10
frankfurter, root vegetables, rolls/buns, yogurt, support: 15
frankfurter, other vegetables, root vegetables, yogurt, support: 17
frankfurter, root vegetables, whole milk, yogurt, support: 23
frankfurter, other vegetables, root vegetables, rolls/buns, support: 13
frankfurter, root vegetables, whole milk, rolls/buns, support: 15
frankfurter, other vegetables, root vegetables, whole milk, support: 22
frankfurter, soda, rolls/buns, yogurt, support: 11
frankfurter, soda, whole milk, yogurt, support: 15
frankfurter, other vegetables, rolls/buns, yogurt, support: 22
frankfurter, whole milk, rolls/buns, yogurt, support: 23
frankfurter, other vegetables, whole milk, yogurt, support: 28
frankfurter, other vegetables, soda, whole milk, support: 13
frankfurter, other vegetables, soda, rolls/buns, support: 13
frankfurter, soda, whole milk, rolls/buns, support: 10
frankfurter, other vegetables, whole milk, rolls/buns, support: 24
other vegetables, domestic eggs, yogurt, bottled beer, support: 10
bottled water, whole milk, domestic eggs, bottled beer, support: 11
bottled water, other vegetables, domestic eggs, bottled beer, support: 12
other vegetables, whole milk, domestic eggs, bottled beer, support: 20
whole milk, domestic eggs, brown bread, rolls/buns, support: 10
root vegetables, domestic eggs, brown bread, whole milk, support: 15
other vegetables, soda, domestic eggs, brown bread, support: 10
soda, domestic eggs, brown bread, whole milk, support: 11
other vegetables, whole milk, domestic eggs, brown bread, support: 17
newspapers, root vegetables, domestic eggs, whole milk, support: 11
newspapers, other vegetables, whole milk, domestic eggs, support: 10
citrus fruit, whole milk, domestic eggs, fruit/vegetable juice, support: 10
bottled water, other vegetables, domestic eggs, fruit/vegetable juice, support: 10
whipped/sour cream, domestic eggs, fruit/vegetable juice, other vegetables, support: 10
whipped/sour cream, whole milk, domestic eggs, fruit/vegetable juice, support: 11
pip fruit, domestic eggs, fruit/vegetable juice, whole milk, support: 11
soda, domestic eggs, fruit/vegetable juice, whole milk, support: 11
whole milk, domestic eggs, fruit/vegetable juice, rolls/buns, support: 13
other vegetables, tropical fruit, domestic eggs, fruit/vegetable juice, support: 11
tropical fruit, domestic eggs, fruit/vegetable juice, whole milk, support: 12
other vegetables, root vegetables, domestic eggs, fruit/vegetable juice, support: 17
root vegetables, domestic eggs, fruit/vegetable juice, whole milk, support: 18
other vegetables, domestic eggs, fruit/vegetable juice, yogurt, support: 12
whole milk, domestic eggs, fruit/vegetable juice, yogurt, support: 14
other vegetables, whole milk, domestic eggs, fruit/vegetable juice, support: 21
soda, pip fruit, domestic eggs, whole milk, support: 11
sausage, pip fruit, domestic eggs, whole milk, support: 14
citrus fruit, pip fruit, domestic eggs, whole milk, support: 13
whipped/sour cream, pip fruit, domestic eggs, root vegetables, support: 10
whipped/sour cream, pip fruit, domestic eggs, yogurt, support: 10
whipped/sour cream, pip fruit, domestic eggs, other vegetables, support: 13
whipped/sour cream, pip fruit, domestic eggs, whole milk, support: 15
pip fruit, domestic eggs, tropical fruit, root vegetables, support: 10
pip fruit, domestic eggs, tropical fruit, yogurt, support: 11
other vegetables, pip fruit, domestic eggs, tropical fruit, support: 13
pip fruit, domestic eggs, tropical fruit, whole milk, support: 14
other vegetables, pip fruit, domestic eggs, root vegetables, support: 14
pip fruit, domestic eggs, root vegetables, whole milk, support: 18
pip fruit, domestic eggs, root vegetables, yogurt, support: 10
other vegetables, pip fruit, domestic eggs, yogurt, support: 12
pip fruit, domestic eggs, whole milk, yogurt, support: 13
other vegetables, pip fruit, domestic eggs, whole milk, support: 26
root vegetables, domestic eggs, pastry, whole milk, support: 10
other vegetables, root vegetables, domestic eggs, pastry, support: 12
whipped/sour cream, domestic eggs, pastry, other vegetables, support: 12
tropical fruit, domestic eggs, pastry, whole milk, support: 13
soda, domestic eggs, pastry, whole milk, support: 12
other vegetables, soda, domestic eggs, pastry, support: 13
whole milk, domestic eggs, pastry, yogurt, support: 13
other vegetables, domestic eggs, pastry, yogurt, support: 13
other vegetables, domestic eggs, pastry, rolls/buns, support: 15
other vegetables, whole milk, domestic eggs, pastry, support: 22
shopping bags, domestic eggs, tropical fruit, whole milk, support: 10
other vegetables, shopping bags, domestic eggs, yogurt, support: 10
shopping bags, domestic eggs, whole milk, yogurt, support: 13
shopping bags, domestic eggs, whole milk, rolls/buns, support: 11
other vegetables, shopping bags, domestic eggs, rolls/buns, support: 14
soda, other vegetables, shopping bags, domestic eggs, support: 13
soda, shopping bags, domestic eggs, whole milk, support: 17
other vegetables, shopping bags, domestic eggs, whole milk, support: 16
bottled water, other vegetables, sausage, domestic eggs, support: 10
bottled water, whipped/sour cream, domestic eggs, other vegetables, support: 10
bottled water, whipped/sour cream, whole milk, domestic eggs, support: 11
bottled water, root vegetables, domestic eggs, whole milk, support: 12
bottled water, other vegetables, root vegetables, domestic eggs, support: 16
bottled water, root vegetables, domestic eggs, tropical fruit, support: 10
bottled water, domestic eggs, tropical fruit, rolls/buns, support: 11
bottled water, other vegetables, domestic eggs, tropical fruit, support: 12
bottled water, domestic eggs, tropical fruit, yogurt, support: 12
bottled water, whole milk, domestic eggs, tropical fruit, support: 17
bottled water, domestic eggs, rolls/buns, yogurt, support: 10
bottled water, whole milk, domestic eggs, yogurt, support: 13
bottled water, other vegetables, domestic eggs, yogurt, support: 18
bottled water, soda, domestic eggs, whole milk, support: 11
bottled water, other vegetables, soda, domestic eggs, support: 14
bottled water, whole milk, domestic eggs, rolls/buns, support: 15
bottled water, other vegetables, domestic eggs, rolls/buns, support: 15
bottled water, other vegetables, whole milk, domestic eggs, support: 21
sausage, domestic eggs, root vegetables, whole milk, support: 11
other vegetables, sausage, domestic eggs, tropical fruit, support: 11
sausage, domestic eggs, tropical fruit, whole milk, support: 14
whipped/sour cream, sausage, domestic eggs, yogurt, support: 10
whipped/sour cream, sausage, domestic eggs, whole milk, support: 12
whipped/sour cream, sausage, domestic eggs, other vegetables, support: 12
citrus fruit, sausage, domestic eggs, whole milk, support: 13
sausage, domestic eggs, whole milk, yogurt, support: 10
sausage, domestic eggs, rolls/buns, yogurt, support: 10
other vegetables, sausage, domestic eggs, yogurt, support: 11
soda, sausage, domestic eggs, rolls/buns, support: 12
soda, sausage, domestic eggs, whole milk, support: 13
soda, other vegetables, sausage, domestic eggs, support: 14
sausage, domestic eggs, whole milk, rolls/buns, support: 15
other vegetables, sausage, domestic eggs, rolls/buns, support: 16
other vegetables, sausage, domestic eggs, whole milk, support: 19
whipped/sour cream, whole milk, domestic eggs, citrus fruit, support: 13
whipped/sour cream, domestic eggs, other vegetables, citrus fruit, support: 14
whipped/sour cream, soda, domestic eggs, whole milk, support: 12
whipped/sour cream, root vegetables, domestic eggs, tropical fruit, support: 10
whipped/sour cream, domestic eggs, tropical fruit, other vegetables, support: 12
whipped/sour cream, domestic eggs, tropical fruit, yogurt, support: 12
whipped/sour cream, whole milk, domestic eggs, tropical fruit, support: 18
other vegetables, whipped/sour cream, domestic eggs, rolls/buns, support: 13
whipped/sour cream, whole milk, domestic eggs, rolls/buns, support: 14
whipped/sour cream, root vegetables, domestic eggs, yogurt, support: 16
whipped/sour cream, root vegetables, domestic eggs, other vegetables, support: 17
whipped/sour cream, root vegetables, domestic eggs, whole milk, support: 20
whipped/sour cream, domestic eggs, other vegetables, yogurt, support: 18
whipped/sour cream, whole milk, domestic eggs, yogurt, support: 22
whipped/sour cream, whole milk, domestic eggs, other vegetables, support: 35
citrus fruit, soda, domestic eggs, other vegetables, support: 10
citrus fruit, domestic eggs, tropical fruit, other vegetables, support: 11
citrus fruit, domestic eggs, tropical fruit, yogurt, support: 11
citrus fruit, whole milk, domestic eggs, tropical fruit, support: 18
citrus fruit, root vegetables, domestic eggs, whole milk, support: 14
citrus fruit, root vegetables, domestic eggs, other vegetables, support: 18
citrus fruit, whole milk, domestic eggs, rolls/buns, support: 11
other vegetables, citrus fruit, domestic eggs, rolls/buns, support: 11
citrus fruit, domestic eggs, other vegetables, yogurt, support: 13
citrus fruit, whole milk, domestic eggs, yogurt, support: 16
citrus fruit, whole milk, domestic eggs, other vegetables, support: 28
domestic eggs, tropical fruit, rolls/buns, yogurt, support: 10
whole milk, domestic eggs, tropical fruit, rolls/buns, support: 14
soda, domestic eggs, tropical fruit, yogurt, support: 10
other vegetables, soda, domestic eggs, tropical fruit, support: 12
soda, domestic eggs, tropical fruit, whole milk, support: 17
root vegetables, domestic eggs, tropical fruit, yogurt, support: 18
other vegetables, root vegetables, domestic eggs, tropical fruit, support: 19
root vegetables, domestic eggs, tropical fruit, whole milk, support: 27
other vegetables, domestic eggs, tropical fruit, yogurt, support: 21
whole milk, domestic eggs, tropical fruit, yogurt, support: 29
other vegetables, whole milk, domestic eggs, tropical fruit, support: 30
soda, domestic eggs, whole milk, yogurt, support: 13
other vegetables, soda, domestic eggs, yogurt, support: 13
soda, domestic eggs, root vegetables, whole milk, support: 15
other vegetables, soda, domestic eggs, root vegetables, support: 18
soda, domestic eggs, whole milk, rolls/buns, support: 13
other vegetables, soda, domestic eggs, rolls/buns, support: 15
other vegetables, soda, domestic eggs, whole milk, support: 25
other vegetables, root vegetables, domestic eggs, rolls/buns, support: 14
root vegetables, domestic eggs, whole milk, rolls/buns, support: 16
other vegetables, root vegetables, domestic eggs, whole milk, support: 45
other vegetables, root vegetables, domestic eggs, yogurt, support: 19
root vegetables, domestic eggs, whole milk, yogurt, support: 25
other vegetables, domestic eggs, rolls/buns, yogurt, support: 15
whole milk, domestic eggs, rolls/buns, yogurt, support: 19
other vegetables, whole milk, domestic eggs, yogurt, support: 33
other vegetables, whole milk, domestic eggs, rolls/buns, support: 27
whipped/sour cream, pip fruit, brown bread, other vegetables, support: 11
