,items
6027,"{'mv', 'cd', '<1>', 'elm', '<2>', '-l', 'chmod', 'cdn', 'sccs', 'ls', 'tail', 'exit', 'popd', 'pushd', 'mail', 'vi', 'rm'}"
6028,"{'<1>', 'elm', 'exit', 'jobs', 'vi'}"
6029,"{'-xf', 'cp', 'vi', 'cd', '-cf', '&', '>>', 'tail', 'make', '<1>', 'diff', 'mkdir', '<2>', 'elm', 'nice', 'ruptime', 'cdn', 'rlogin', 'more', 'tar', 'mv', 'look', 'ls', 'pushd', 'rm'}"
6030,"{'mv', 'cd', '<1>', 'make', 'diff', '<2>', 'nice', 'cdn', '&', 'more', 'ls', '>>', 'tail', 'exit', 'vi'}"
6031,"{'psa', 'exit'}"
6032,"{'cd', '<1>', 'elm', 'cdn', 'more', 'ls', 'tail', 'exit'}"
6033,"{'cd', '<1>', 'elm', '-l', 'ruptime', 'cdn', 'head', 'more', 'ls', 'tail', 'exit'}"
6034,"{'cd', '<1>', 'elm', '-l', '<2>', 'cdn', 'date', 'more', 'ls', 'exit', 'vi', 'grep'}"
6035,"{'cd', '<1>', 'elm', 'pwd', 'ruptime', 'cdn', 'foreach', 'ls', 'exit', 'vi', 'telnet'}"
6036,"{'cd', '<1>', 'elm', 'finger', 'ls', 'exit', 'mail', 'telnet', 'rm'}"
6037,"{'<1>', 'elm', 'finger', 'rlogin', 'exit', 'mail'}"
6038,"{'elm', 'exit'}"
6039,"{'finger', 'cp', 'vi', 'grep', 'cd', '-s', '&', '>>', 'tail', 'exit', 'jobs', 'mail', 'ping', 'diff', '<1>', 'elm', 'mkdir', '-l', '<2>', 'make', 'nice', 'cdn', 'more', 'popd', 'telnet', 'uptime', 'mv', 'ln', 'sccs', 'ls', 'dc', 'pushd'}"
6040,"{'elm', 'exit'}"
6041,"{'cd', '<1>', 'cdn', 'head', 'more', 'ls', 'tail', 'exit', 'uptime'}"
6042,"{'cd', '<1>', 'elm', '<2>', 'finger', 'sccs', 'date', 'ls', 'exit', 'cp', 'mail', 'vi', 'rm'}"
6043,"{'<1>', 'elm', 'finger', 'ls', 'exit', 'mail'}"
6044,"{'<1>', 'elm', 'ping', 'finger', 'fg', 'exit', 'uptime'}"
6045,"{'cp', 'vi', 'cd', '-s', '-print', 'make', '<1>', 'elm', 'mkdir', '<2>', 'cdn', 'rlogin', 'more', '-name', 'find', 'mv', 'ln', 'pwd', 'chmod', 'ls', 'dec-sched', 'rm'}"
6046,"{'>', 'vi', 'grep', 'cd', '&', 'exit', 'jobs', 'make', '<1>', 'elm', 'nice', 'cdn', 'more', 'fg', 'uptime', '|', 'psa', 'ls', 'rm'}"
6047,"{'cd', '<1>', 'ruptime', 'cdn', 'rlogin', 'ls', 'tail', 'exit'}"
6048,"{'-9', '>', 'vi', 'grep', 'cd', '&', 'exit', 'make', '<1>', 'elm', '<2>', 'kill', 'nice', 'cdn', 'more', 'fg', 'popd', '|', 'psa', 'ls', 'pushd', 'rm'}"
6049,"{'cd', '<1>', 'make', ':w', '<2>', 'nice', 'ruptime', 'cdn', '&', 'rlogin', 'more', 'ls', 'rand-sched', '>', 'exit', 'cp', 'vi', 'uptime'}"
6050,"{'ps', '|', '<1>', 'psa', 'more', 'exit', '-ef', '-elf', 'grep'}"
6051,"{'cd', '<1>', 'elm', '<2>', 'ruptime', '-f', 'ls', 'fg', 'exit', 'cp', 'mail', 'vi', 'rm', 'uptime'}"
6052,"{'<1>', 'elm', 'ruptime', 'finger', 'exit', 'mail'}"
6053,"{'<1>', 'elm', 'ruptime', 'finger', 'date', 'exit'}"
6054,"{'cd', '<1>', 'elm', 'cdn', 'ls', 'exit', 'pushd', 'vi', 'uptime'}"
6055,"{'<1>', 'elm', 'finger', 'ls', 'exit', 'mail'}"
6056,"{'vi', 'elm', 'exit', '<1>'}"
6057,"{'cd', '<1>', 'elm', 'logout', 'rn', 'compress', 'ls', 'vi'}"
6058,"{'mv', 'cd', '<1>', 'mkdir', 'make', '<2>', 'elm', 'ruptime', 'elmn', '-cf', 'cdn', 'cp', 'ls', 'exit', 'rm', 'vi', '-xvf', 'tar'}"
6059,"{'>', 'cp', 'vi', 'h', 'cd', '&', 'tail', 'exit', 'gdb', 'make', '<1>', 'elm', 'mkdir', '<2>', '-l', 'nice', 'cdn', 'more', 'mv', '<GENSYM:18>/td-validate', '<GENSYM:12>/td-learn', 'pwd', '<GENSYM:18>/td-test', 'ls', 'rm'}"
6060,"{'exec', '<2>'}"
6061,"{'cd', '<1>', 'elm', 'psa', '-l', '|', 'ruptime', 'cdn', 'date', 'rlogin', 'more', 'ls', 'tail', 'exit', 'rm'}"
6062,"{'ps', 'cd', '<1>', 'psa', '|', 'nice', 'cdn', '&', 'more', 'ls', '>>', 'tail', 'exit', 'vi'}"
6063,"{'cd', 'ls', 'vi', '<1>'}"
6064,"{'cd', '<1>', 'elm', 'mkdir', '<2>', 'man', 'ld', 'ls', 'fg', 'cp', 'ftp', 'vi', 'l'}"
6065,"{'mv', 'cd', '<1>', 'bibtex', '<2>', 'latex', 'xdvi', 'ls', '/1', 'which', 'cp', 'vi', 'rm'}"
6066,"{'cd', '<1>', 'elm', 'ruptime', 'cdn', 'more', 'ls', 'vi'}"
6067,"{'mail', 'vi', 'elm', '<1>'}"
6068,"{'cd', '<1>', '-l', '<2>', 'ls', 'fg', 'vi', 'grep', 'cdl'}"
6069,"{'-rf', 'cd', '-print', 'compress', 'exit', 'make', '<1>', 'mkdir', '<2>', 'zcat', 'more', '-', '-name', '-xvf', 'tar', 'find', 'mv', '|', 'pwd', '-cvf', 'ls', 'rm'}"
6070,"{'mv', 'cd', '<1>', 'elm', 'make', '<2>', 'vin', 'cdn', 'ls', 'exit', 'vi', 'rm'}"
6071,"{'>', 'cp', 'driver-blind2', 'vi', 'cd', 'unrm', '-s', '-print', 'exit', 'gdb', 'make', '<1>', 'elm', '<2>', 'cdn', '-name', 'find', 'uptime', 'mv', 'ln', 'pwd', 'date', 'ls', 'rm'}"
6072,"{'exec', '<1>'}"
6073,"{'exec', '<1>'}"
6074,"{'exec', '<1>'}"
6075,"{'exec', '<1>'}"
6076,"{'cd', '<1>', 'elm', 'pwd', '-l', 'make', 'ln', '|', 'cdn', '-s', 'head', 'more', 'ls', 'exit', 'orig-sched', 'gdb', 'vi', 'rm'}"
6077,"{'-rf', 'cd', '<1>', 'make', 'elm', '-l', 'wc', 'cdn', 'touch', 'ls', 'exit', 'vi', 'rm'}"
6078,"{'exec', '<1>'}"
6079,"{'exec', '<1>'}"
6080,"{'exec', '<1>'}"
6081,"{'exec', '<1>'}"
6082,"{'exec', '<1>'}"
6083,"{'exec', '<1>'}"
6084,"{'exec', '<1>'}"
6085,"{'exec', '<1>'}"
6086,"{'exec', '<1>'}"
6087,"{'mv', 'cd', '<1>', 'elm', '-rf', '<2>', 'pwd', 'tar', '-cvf', 'cdn', 'ls', 'exit', 'cp', 'vi', 'rm', 'l'}"
6088,"{'-rf', 'mv', '<1>', '|', 'cd', '<2>', 'make', 'tar', 'cdn', 'zcat', 'ls', 'exit', '-', 'vi', '-xvf', 'rm'}"
6089,"{'>', 'vi', 'cd', '-s', '&', 'exit', 'gdb', 'make', '<1>', 'elm', '-l', 'nice', 'cdn', 'more', 'fg', 'popd', 'ln', 'foreach', 'ls', 'pushd', 'rm'}"
6090,"{'exec', '<1>'}"
6091,"{'exec', '<1>'}"
6092,"{'<1>', '<2>', 'exit', 'mail', 'grep'}"
6093,"{'cd', '<1>', 'psa', 'diff', '<2>', 'pwd', 'cdn', 'date', 'more', 'ls', '<3>', 'vi', 'grep', 'uptime'}"
6094,"{'vi', 'cd', '<1>', 'ghostview'}"
6095,"{'cd', '<1>', 'spell', 'ruptime', 'cdn', 'rlogin', 'more', 'ls', 'popd', 'mail'}"
6096,"{'cd', '<1>', 'bibtex', 'ruptime', 'latex', 'rlogin', 'ls'}"
6097,"{'ls', 'mail', '<1>', 'elm'}"
6098,"{'cd', '<1>', '<2>', 'nice', 'ruptime', 'cdn', 'l', '&', 'more', 'ls', '>', 'tail', 'jobs', 'mail', 'uptime'}"
6099,"{'<1>', 'rlogin'}"
6100,"{'ps', '|', '<1>', 'psa', 'head', 'exit', 'grep'}"
6101,"{'cd', '<1>', '<2>', '-l', 'nice', 'cdn', 'pushd', '&', 'more', 'ls', '>', 'tail', 'exit', 'jobs', 'uptime'}"
6102,"{'cd', '<1>', 'diff', '<2>', 'volcheck', 'ls', 'cp', 'vi', 'rm'}"
6103,"{'mv', 'cd', '<1>', 'look', 'make', '-l', '<2>', 'ps', 'ruptime', '|', 'psa', 'cdn', 'more', 'ls', 'jobs', 'vi', 'grep'}"
6104,"{'cd', '<1>', 'df', '<2>', 'eject', '-k', 'ls', 'cp', 'rm'}"
6105,"{'s', '>', 'vi', 'grep', 'cd', ';', '&', 'tail', 'exit', 'lw', '<1>', 'elm', '<2>', '-l', 'nice', 'ruptime', 'cdn', 'more', 'telnet', 'l', 'ls'}"
6106,"{'uptiem', 'cp', 'grep', 'cd', 'tail', 'exit', 'mail', '<1>', 'elm', '<2>', '-l', 'ruptime', 'cdn', 'more', 'uptime', '|', 'psa', 'date', 'head', 'ls'}"
6107,"{'-9', '>', 'vi', 'grep', 'cd', '&', 'tail', 'exit', '<1>', 'elm', '<2>', 'kill', 'nice', 'ruptime', 'cdn', 'grp', 'rlogin', 'more', 'uptime', '|', 'psa', 'ls'}"
6108,"{'cd', '<1>', 'psa', '|', 'kill', 'cdn', 'date', 'more', '-9', 'exit', 'grep'}"
6109,"{'vi', 'grep', 'cd', 'unrm', '&', '>>', 'tail', 'exit', 'gdb', 'jobs', 'make', '<1>', 'elm', '<2>', 'nice', 'ruptime', 'cdn', 'more', 'popd', 'mv', '<GENSYM:18>/td-validate', 'ls', 'pushd', 'rm'}"
6110,"{'mv', 'cd', '<1>', 'df', 'gunzip', '<2>', 'tar', 'cdn', '-k', '-xf', 'ls', 'more', 'exit', 'ftp', 'rm', 'rmdir'}"
6111,"{'finger', 'vi', 'grep', 'cd', 'tail', 'exit', 'la', 'diff', '<1>', 'make', 'elm', '<2>', 'cdn', 'more', 'mv', '<GENSYM:18>/td-validate', '|', 'date', 'ls'}"
6112,"{'exec', '<2>'}"
6113,"{'mail', '<1>', 'elm', 'exit'}"
6114,"{'cd', '<1>', 'ruptime', 'cdn', 'ls', 'vi', 'ruptiem'}"
6115,"{'cd', '<1>', 'pwd', 'elm', 'cdn', 'finger', 'ls', 'popd', 'pushd', 'vi', 'rm'}"
6116,"{'cd', '<1>', 'pwd', '<2>', 'man', 'cdn', 'cc', '-f', '-lm', 'goo', 'ls', 'awk', 'vi', '-o'}"
6117,{'elm'}
6118,"{'man', '<1>'}"
6119,"{'mv', 'cd', '<1>', 'pwd', '<2>', 'man', 'cdn', 'finger', '-print', 'ls', '-name', 'cp', 'mail', 'vi', 'find', 'rm', 'l'}"
6120,"{'mv', 'cd', '<1>', 'pwd', '<2>', 'man', 'ruptime', 'cdn', 'res.perl', 'cat', 'R', 'ls', '>>', '>', '<GENSYM:12>/res.perl', 'popd', 'cp', 'vi'}"
6121,"{'apsi', 'su2cor', 'hydro2d', 'res.perl', 'swim', '>', 'cp', 'vi', '<8>', 'cd', 'fpppp', '>>', 'cat', 'mail', 'mgrid', 'make', '<1>', 'diff', '<2>', 'ruptime', 'tomcatv', 'cdn', 'a2p', 'wave5', 'more', 'applu', 'popd', 'turb3d', 'chmod', 'ls', 'pushd'}"
6122,"{'cd', '<1>', 'elm', 'ls', 'vi'}"
6123,"{'ruptime', '<1>', 'rupteim', 'rlogin'}"
6124,"{'mail', '<1>'}"
6125,"{'<1>', 'rlogin'}"
6126,"{'mv', 'cd', '<1>', '<2>', 'nice', 'volcheck', 'dec-sched15', 'cdn', 'finger', '&', 'more', 'ls', '>>', 'exit', 'cp', 'vi'}"
6127,"{'cd', '<1>', '<2>', 'nice', 'cdn', '&', 'ls', '>>', 'cp'}"
6128,"{'mv', 'cd', '<1>', 'diff', '-l', '<2>', 'ruptime', 'cdn', 'sccs', 'ls', 'tail', 'popd', 'pushd', 'mail', 'vi'}"
6129,"{'cd', '<1>', 'pwd', '<2>', 'ruptime', 'cdn', '<GENSYM:22>/', '-print', 'more', 'ls', 'tail', '-name', 'pushd', 'mail', 'vi', 'find'}"
6130,"{'cd', '<1>', 'bibtex', 'pwd', 'ruptime', 'cdn', 'xdvi', 'latex', 'ls', 'tail', 'popd', 'pushd', 'vi', 'cdl'}"
6131,"{'mail', '<1>', 'elm'}"
6132,"{'cd', '<1>', 'cdn', 'write', 'more', 'ls', 'tail'}"
6133,"{'<1>', 'rlogin'}"
6134,"{'cd', '<1>', 'elm', 'pwd', '-la', '-l', 'diff', '<2>', 'finger', 'ls', 'vi'}"
6135,"{'cd', '<1>', 'diff', 'pwd', '<2>', 'cdn', 'sccs', 'ls', '>', 'fg', 'cat', 'pushd', 'vi'}"
6136,"{'cd', '<1>', 'pwd', '<2>', 'cdn', 'res.perl', 'ls', '>', 'cp', 'vi'}"
6137,"{'cd', '<1>', 'ruptime', 'latex', 'xdvi'}"
6138,{'elm'}
6139,"{'cd', '<1>', 'diff', '<2>', 'rlogin', 'vi'}"
6140,"{'cd', '<1>', 'vi', '-r'}"
6141,"{'mv', 'cd', '<1>', '<2>', 'finger', 'sccs', 'ls', 'vi', 'rm', 'grep'}"
6142,"{'cd', '<1>', 'df', '<2>', 'volcheck', 'eject', '-k', 'ls', 'exit', 'cp', 'vi', 'rm'}"
6143,"{'eject', 'exit'}"
6144,"{'cd', 'lpr', 'alias', '<1>', 'lpq', 'ls', 'exit', '-Ppucchp1'}"
6145,"{'mail', '<1>', 'finger', 'exit'}"
6146,"{'cd', '<1>', 'elm', 'compress', 'ls', 'exit', 'mail'}"
6147,"{'mv', 'cd', '<1>', 'elm', '|', '<2>', 'spell', 'chmod', 'cdn', 'biff', 'date', 'latex', 'more', 'ls', 'fg', 'dvips', 'cp', 'rm'}"
6148,"{'cp', '-Ppucchp1', 'cd', 'exit', 'mail', 'diff', '<1>', 'elm', '<2>', '-l', 'more', 'dvips', 'mv', '|', 'bibtex', 'lpr', 'spell', 'chmod', 'latex', 'lpq', 'ls', 'rm'}"
6149,"{'vi', 'exit', '<1>'}"
6150,"{'cd', '<1>', 'latex', 'xdvi', 'dvips'}"
6151,"{';', '<1>', 'elm', ',', 'ghostview', 'e', 'vi'}"
6152,"{'mv', 'cd', '<1>', 'elm', 'diff', '<2>', '|', 'more', 'ls', 'vi'}"
6153,"{'mv', 'cd', '<1>', 'diff', 'psa', '<2>', 'unrm', 'sccs', 'ls', 'cp', 'vi', 'rm'}"
6154,"{'cd', '<1>', 'elm', 'pushd', 'ftp'}"
6155,"{'<1>', 'ghostview', 'netscape', '&'}"
6156,"{'cd', '<1>', 'pwd', '<2>', 'ls', 'cp', 'mail', 'vi', 'rm', 'cdl'}"
6157,"{'cd', '<1>', 'elm', '<2>', 'chmod', 'ls', 'ghostview', 'cp', 'vi'}"
6158,"{'mv', 'cd', 'mkdir', '<1>', '64^5', '<2>', '-l', 'ls', 'ghostview', '65^6', 'cp', 'vi', 'rm', 'l'}"
6159,"{'cd', '<1>', 'elm', 'lpr', '<2>', 'latex', 'xdvi', 'lpq', 'ls', 'ghostview', 'dvips', 'cp', 'vi', '-Ppucchp1'}"
6160,"{'elm', 'exit'}"
6161,"{'elm', 'exit'}"
6162,"{'cd', '<1>', 'elm', 'ls', 'exit', 'vi', 'rm'}"
6163,"{'cd', '<1>', 'elm', '-f', 'ls', 'fg', 'exit', 'vi'}"
6164,"{'cd', '<1>', 'pwd', 'elm', 'ls', 'exit', 'rm'}"
6165,"{'mv', 'cd', '<1>', 'elm', '<2>', 'ls', 'exit', 'rm', 'rmdir'}"
6166,"{'eelm', 'elm', 'exit', 'clear'}"
6167,"{'elm', 'exit'}"
6168,"{'<1>', 'elm', '<2>', 'exit', 'mail', 'grep'}"
6169,"{'cd', '<1>', 'elm', 'alias', 'lpr', 'ls', 'todo', 'ghostview', 'vi', '-Ppucchp1'}"
6170,"{'cd', 'fk', '<1>', 'clear', 'traceroute', 'mail', 'rm'}"
6171,"{'mv', 'cd', '<1>', 'elm', '-rf', '<2>', 'cdn', '-f', 'ls', '<3>', 'exit', 'mail', 'vi', 'rm'}"
6172,"{'<1>', 'look', 'more', 'mail', 'vi'}"
6173,"{'cd', '<1>', 'clear', 'man', 'traceroute', 'ping'}"
6174,"{'cd', '<1>', 'ls', 'todo', 'vi', 'rm', 'source'}"
6175,"{'ls', 'ftp', '<1>', 'rlogin'}"
6176,"{'look', '<1>', 'ls', 'vi', 'rm'}"
6177,"{'mv', 'cd', '<1>', '<2>', 'ls', 'ghostview', 'cp', 'vi', 'rm', 'l'}"
6178,{'elm'}
6179,"{'<1>', 'elm', 'more', 'ls', 'exit'}"
6180,"{'mv', 'cd', '<1>', 'elm', 'pwd', 'mkdir', '<2>', 'rlm', 'cdn', 'traceroute', 'ls', 'vi'}"
6181,"{'ph', 'finger', 'vi', '-rf', 'cd', '-print', 'mail', 'ping', 'df', '<1>', 'mkdir', '<2>', '-l', 'cdn', 'fg', '-name', 'popd', 'telnet', 'find', 'mv', 'pwd', 'f', '-k', 'ls', 'todo', 'pushd', 'rm', 'cdl'}"
6182,"{'vi', 'cd', '-s', '<1>', 'mkdir', '<2>', '-l', 'gzcat', '-h', '-c', 'more', '-', '-xvf', 'tar', 'mv', '|', 'ln', 'ls', 'rm'}"
6183,"{'cd', '<1>', '<2>', '-print', 'more', 'ls', '-name', 'vi', 'find', 'l'}"
6184,"{'-rf', 'df', '<1>', 'cd', 'look', '-k', 'ls', 'todo', 'mail', 'vi', 'telnet', 'rm', 'rmdir'}"
6185,"{'cd', '<1>', 'netscape', '&', 'more'}"
6186,"{'cd', '<1>', '|', '-man', '-a', 'troff', 'ls', 'more', 'ping'}"
6187,"{'-rf', 'cd', '<1>', 'mv', 'gunzip', '-l', '<2>', 'tar', 'man', 'cdn', 'ls', 'ftp', '-xvf', 'rm'}"
6188,"{'-rf', 'cd', '<1>', '-l', 'cdn', 'more', 'ls', 'vi', 'telnet', 'rm'}"
6189,"{'df', '<1>', 'elm', 'cd', '-l', 'cdn', 'finger', '-k', 'ls', 'mail', 'l'}"
6190,"{'cd', '<1>', 'man', 'more', 'ls', 'todo', 'vi', 'rm'}"
6191,"{'cd', '<1>', 'look', '-l', 'clear', 'cdn', 'finger', 'netscape', '&', 'ls', 'mail', 'vi'}"
6192,{'psa'}
6193,"{'ph', '<1>', 'elm', '<2>', 'finger', 'exit', 'lname'}"
6194,"{'elm', 'exit'}"
6195,"{'elm', 'exit'}"
6196,"{'elm', 'exit'}"
6197,"{'<1>', 'elm', 'finger', 'date'}"
6198,"{'mv', 'cd', '<1>', 'pwd', 'df', '-l', 'clear', '<2>', 'cdn', '-k', 'more', 'ls', 'du', 'popd', 'pushd', 'vi', 'rmdir'}"
6199,{'elm'}
6200,"{'cd', '<1>', '|', '-man', '-a', 'more', 'ls', 'todo', 'troff', 'vi'}"
6201,"{'netscape', '&'}"
6202,"{'mirror', 'cd', '<1>', 'echo', 'df', '-l', '<2>', 'bg', '-k', 'more', 'ls', 'mirror.pl', 'which', '<GENSYM:14>/mirror.pl', 'vi', 'grep', '<GENSYM:14>/mirror'}"
6203,"{'|', '<1>', 'psa', 'pas', 'grep'}"
6204,"{'|', '<1>', 'psa', 'cd', 'df', 'elm', 'cdn', '-k', 'ls', 'du', 'exit', 'mail', 'grep'}"
6205,"{'cd', '<1>', 'elm', 'df', 'cdn', '-k', 'rlogin', 'ls', 'du', 'exit'}"
6206,"{'|', '<1>', 'psa', 'exit', 'grep'}"
6207,"{'elm', 'exit'}"
6208,"{'elm', 'exit'}"
6209,"{'cd', '<1>', 'elm', '-l', 'cdn', 'ls', 'du', 'exit'}"
6210,"{'cd', '<1>', '-l', 'cdn', 'quit', 'ls', 'exit'}"
6211,"{'cd', '<1>', '|', '-l', 'cdn', 'more', 'ls', 'du', 'exit'}"
6212,"{'elm', 'exit'}"
6213,"{'elm', 'exit'}"
6214,"{'cp', 'vi', 'grep', '-rf', 'cd', 'man', 'compress', '-a', '>>', '<1>', 'mkdir', '<2>', '-l', 'more', 'l', 'mv', 'sccs', 'date', 'ls', 'cdU', 'rm'}"
6215,"{'cd', '<1>', 'pwd', '-l', '<2>', 'more', 'ls', 'mail', 'vi', 'grep'}"
6216,"{'cd', '<1>', 'netscape', '&', 'ls', 'vi'}"
6217,"{'mv', 'cd', '<1>', 'elm', '<2>', 'ls', 'todo'}"
6218,"{'cd', '<1>', '-F', '-l', 'finger', '<4>', 'rlogin', 'ls', 'which', '-d', 'mail', '-o', 'share'}"
6219,"{'cd', '<1>', 'cdn', 'ls', 'du', 'exit'}"
6220,"{'elm', 'exit'}"
6221,{'elm'}
6222,"{'mail', '<1>', 'elm', 'exit'}"
6223,"{'<1>', 'elm', '-l', 'ls', 'exit'}"
6224,"{'cd', 'alias', 'elm', '<1>', 'LS', 'ls', 'todo', 'fg', 'exit'}"
6225,"{'elm', 'exit'}"
6226,"{'elm', 'date', 'exit', 'eom', 'uptime'}"
6227,"{'cd', '<1>', 'elm', '-l', '<2>', 'chmod', 'ls', 'exit'}"
6228,"{'<1>', 'elm', 'exit', 'mail', 'vi'}"
6229,"{'cp', '<8>', 'cd', 'exit', '<1>', 'elm', '-l', '<2>', 'cdn', 'zcat', '-', 'popd', '-xvf', 'tar', '|', 'pwd', '-cvf', 'ls', 'pushd', 'rm'}"
6230,"{'cd', '<1>', ';', 'elm', '-l', 'compress', 'ls', 'du', 'exit', 'rm'}"
6231,"{'<1>', 'telnet', 'clear'}"
6232,"{'who', 'fk', 'uptime'}"
6233,"{'man', 'ls', '<1>'}"
6234,"{'-xf', '-rf', 'cd', '-cf', 'quit', '-print', 'compress', 'du', 'exit', 'cd..', '<1>', '<2>', '-la', '-name', 'find', 'tar', 'pwd', 'ls', 'rm'}"
6235,"{'elm', 'exit'}"
6236,"{'<1>', 'elm', 'exit', 'ping'}"
6237,"{'cd', '<1>', 'psa', 'elm', 'ls', 'todo', 'vi'}"
6238,"{'cd', '<1>', 'make', '<2>', 'cdn', '-f', 'ls', '\\rm', 'vi', 'rm', 'grep'}"
6239,"{'df', '<1>', '-k'}"
6240,{'elm'}
6241,"{'cd', '<1>', '-l', 'ruptime', 'finger', 'netscape', 'hotjava', '&', 'ls', 'which', 'ping'}"
6242,"{'|', '<1>', 'psa', 'cd', 'kill', 'ls', '-9', 'which', 'grep', 'ping'}"
6243,"{'elm', 'exit'}"
6244,"{'cd', '<1>', 'elm', '<2>', 'unrm', '-l', '-s', 'rn', 'ls', 'du', 'exit', 'mail', 'rm', 'grep'}"
6245,"{'elm', 'exit'}"
6246,"{'cd', '<1>', 'elm', '-l', 'rn', 'ls', 'exit', 'rm'}"
6247,"{'cd', '<1>', 'elm', 'ls', 'exit', 'mail', 'rm'}"
6248,"{'cd', '<1>', 'elm', '-l', 'rn', 'ls', 'rm'}"
6249,"{'cd', '<1>', 'elm', 'make', 'cdn', 'date', 'more', 'ls', 'exit', 'vi', 'rm'}"
6250,"{'<GENSYM:18>/td-learn', '>', 'cp', 'vi', 'grep', 'cd', 'run', 'unrm', '&', 'exit', 'jobs', 'renice', 'make', '<1>', 'diff', '<2>', '-l', 'cdn', 'more', 'uptime', 'mv', '|', 'psa', 'date', 'ls', 'rm'}"
6251,"{'elm', 'exit'}"
6252,"{'elm', 'exit'}"
6253,"{'elm', 'exit'}"
6254,"{'cd', '<1>', 'rn', 'ls', 'exit'}"
6255,"{'ls', 'cd', '<1>', 'exit'}"
6256,"{'cd', '<1>', 'ls', 'exit', 'rm'}"
6257,"{'cd', '<1>', 'elm', '-l', 'rn', 'ls', 'exit', 'vi', 'rm'}"
6258,"{'cd', '<1>', 'psa', 'ruptime', 'cdn', 'more', 'ls', 'tail'}"
6259,"{'cd', '<1>', 'rn', 'ls', 'vi', 'rm'}"
6260,"{'<1>', 'rlogin'}"
6261,"{'|', 'psa', 'more', 'exit', 'uptime'}"
6262,"{'cd', '<1>', 'mkdir', 'exit', 'rm'}"
6263,"{'cd', '<1>', 'rm'}"
6264,"{'mv', 'cd', '<1>', 'ma2_jun07.jpg', '<2>', '-la', 'clear', 'chmod', 'ma2_7a.jpg', '-ld', 'ls', 'rm', 'ma2_an_b_57.jpg'}"
6265,"{'cd', 'look', '<1>', 'alias', 'ruptime', 'foreach', 'ls', 'ghostview', 'vi'}"
6266,"{'cd', '<1>', 'elm', '<2>', 'ruptime', 'sccs', 'date', 'rlogin', 'ls', '>>', 'todo', 'mail', 'vi', 'rm'}"
6267,"{'cd', '<1>', 'alias', '-P', 'hp2', 'mpage', 'rn', 'more', 'ls', 'ghostview', '-2a', 'uncompress', '>', 'lpq', 'rm', '-Ppucchp1'}"
6268,"{'cd', '<1>', 'rm', 'unrm'}"
6269,"{'>', 'cd', '&', 'tail', 'exit', 'gdb', 'diff', '<1>', 'elm', 'make', '-l', '<2>', 'nice', 'cdn', 'more', 'popd', 'ls', 'pushd', 'rm'}"
6270,"{'exec', '<2>'}"
6271,"{'vi', 'grep', 'cd', 'man', 'sort', '-lef', 'tail', 'exit', 'awk', '-n', '-ef', '-elf', 'ps', 'make', '<1>', 'elm', '<2>', '-h', 'limit', 'cdn', 'more', 'fg', 'popd', '|', 'psa', 'ls', 'pushd', 'rm'}"
6272,"{'exec', '<2>'}"
6273,"{'exec', '<2>'}"
6274,"{'elm', 'exit'}"
6275,"{'cd', '<1>', 'cdn', 'rlogin', 'more', 'ls'}"
6276,{'ruptime'}
6277,"{'cd', '<1>', 'elm', 'el', 'ls'}"
6278,"{'mv', 'cd', '<1>', 'diff', 'make', '<2>', 'cdn', 'rlogin', 'ls', 'td.h', 'vi'}"
6279,"{'mv', 'cd', '<1>', 'make', '|', '<2>', 'ruptime', 'cdn', 'sort', 'ls', 'tail', 'awk', '-n', 'cp', 'vi', 'grep'}"
6280,"{'cd', '<1>', 'cdn', 'ls', 'gdb', 'vi'}"
6281,"{'exec', '<2>'}"
6282,"{'cd', '<1>', 'clear', 'rn', 'ls', 'rm'}"
6283,"{'cd', '<1>', 'make', '<2>', 'nice', 'cdn', '<GENSYM:18>/td-learn', '&', 'more', 'ls', '>', 'exit', 'vi', 'rm', 'grep'}"
6284,"{'cd', '<1>', 'make', 'ruptime', 'cdn', 'more', 'ls', 'vi', 'rm'}"
6285,"{'<1>', 'rlogin'}"
6286,{'ruptime'}
6287,"{'cd', 'look', '<1>', 'ls', 'rm'}"
6288,"{'>', 'vi', 'grep', 'cd', '&', 'tail', 'exit', '<1>', '<2>', 'nice', 'cdn', 'more', 'fg', 'uptime', 'mv', '|', 'psa', 'ls', 'rm'}"
6289,"{'cd', '<1>', 'diff', 'make', '-l', '<2>', 'unrm', 'cdn', 'more', 'ls', 'tail', 'vi', 'rm'}"
6290,"{'ruptime', '<1>', 'rlogin'}"
6291,"{'cd', '<1>', 'pwd', 'diff', '<2>', 'cdn', '-ll', 'ls', 'mail'}"
6292,"{'mv', 'cd', '<1>', '<2>', 'ls', 'vi', 'rm'}"
6293,"{'cd', '<1>', 'elm', '-l', 'ls', 'todo'}"
6294,"{'cd', '<1>', 'make', 'bg', 'nice', 'cdn', '&', 'rn', 'more', 'ls', '>', 'tail', 'exit', 'popd', 'pushd', 'vi', 'rm'}"
6295,"{'cd', '<1>', 'elm', 'ls', 'exit', 'rm'}"
6296,"{'cd', '<1>', '<2>', 'sccs', 'date', '>>', 'vi'}"
6297,"{'cd', '<1>', 'elm', 'ruptime', 'finger', 'ls', 'mail'}"
